complex_id,direction,alpha,n_int,int_recovery,noninterface_recovery,meanL_mpnn,meanL_esmif
2NU1_E_I,L,1.0,29,0.4079,0.4638,0.577,0.3051
2NU1_E_I,L,2.0,29,0.3922,0.4621,0.761,0.4518
2NU1_E_I,random,0.0,29,0.3869,0.4635,0.081,-0.2379
2NU1_E_I,random,0.25,29,0.3852,0.4632,0.0914,-0.2619
2NU1_E_I,random,0.5,29,0.3782,0.4637,0.0338,-0.3657
2NU1_E_I,random,1.0,29,0.3464,0.4638,-0.0299,-0.4963
2NU1_E_I,random,2.0,29,0.2748,0.4617,-0.3603,-0.9614
2NU2_E_I,L,0.0,29,0.4089,0.4669,0.066,-0.2943
2NU2_E_I,L,0.25,29,0.4203,0.4665,0.2469,-0.1227
2NU2_E_I,L,0.5,29,0.4235,0.4665,0.3914,0.0129
2NU2_E_I,L,1.0,29,0.4154,0.4661,0.5632,0.1497
2NU2_E_I,L,2.0,29,0.3901,0.465,0.7728,0.2649
2NU2_E_I,random,0.0,29,0.4089,0.4669,0.066,-0.2943
2NU2_E_I,random,0.25,29,0.4143,0.4666,0.0871,-0.2654
2NU2_E_I,random,0.5,29,0.3955,0.4662,0.0789,-0.2862
2NU2_E_I,random,1.0,29,0.3772,0.4671,0.0132,-0.3919
2NU2_E_I,random,2.0,29,0.3233,0.4663,-0.2082,-0.8405
2NU4_E_I,L,0.0,29,0.4165,0.4638,0.0817,-0.2023
2NU4_E_I,L,0.25,29,0.4256,0.4638,0.2829,-0.0016
2NU4_E_I,L,0.5,29,0.4256,0.4635,0.4064,0.1086
2NU4_E_I,L,1.0,29,0.4176,0.4629,0.5788,0.2908
2NU4_E_I,L,2.0,29,0.4003,0.4627,0.7772,0.4117
2NU4_E_I,random,0.0,29,0.4165,0.4638,0.0817,-0.2023
2NU4_E_I,random,0.25,29,0.4154,0.4635,0.0889,-0.2132
2NU4_E_I,random,0.5,29,0.4159,0.4632,0.0702,-0.2546
2NU4_E_I,random,1.0,29,0.382,0.4623,-0.1251,-0.561
2NU4_E_I,random,2.0,29,0.2915,0.4587,-0.4768,-1.1627
2O3B_A_B,L,0.0,37,0.2652,0.3724,0.0003,0.0119
2O3B_A_B,L,0.25,37,0.2787,0.3721,0.1247,0.1254
2O3B_A_B,L,0.5,37,0.2876,0.372,0.2479,0.2185
2O3B_A_B,L,1.0,37,0.2931,0.3726,0.4225,0.3626
2O3B_A_B,L,2.0,37,0.2922,0.3726,0.6295,0.5175
2O3B_A_B,random,0.0,37,0.2652,0.3724,0.0003,0.0119
2O3B_A_B,random,0.25,37,0.269,0.3723,-0.0068,0.0124
2O3B_A_B,random,0.5,37,0.266,0.3726,-0.0259,-0.0001
2O3B_A_B,random,1.0,37,0.2593,0.372,-0.0707,-0.0172
2O3B_A_B,random,2.0,37,0.2226,0.372,-0.2097,-0.1499
2OI9_AQ_BC,L,0.0,42,0.2381,0.33,-0.0959,-0.3567
2OI9_AQ_BC,L,0.25,42,0.2444,0.3292,0.0071,-0.285
2OI9_AQ_BC,L,0.5,42,0.2481,0.33,0.0886,-0.2289
2OI9_AQ_BC,L,1.0,42,0.2496,0.3303,0.242,-0.1103
2OI9_AQ_BC,L,2.0,42,0.2571,0.3306,0.4245,0.0136
2OI9_AQ_BC,random,0.0,42,0.2381,0.33,-0.0959,-0.3567
2OI9_AQ_BC,random,0.25,42,0.2329,0.33,-0.0945,-0.374
2OI9_AQ_BC,random,0.5,42,0.2336,0.3293,-0.0896,-0.392
2OI9_AQ_BC,random,1.0,42,0.2281,0.3301,-0.1194,-0.4319
2OI9_AQ_BC,random,2.0,42,0.2288,0.3298,-0.223,-0.5058
2OOB_A_B,L,0.0,17,0.3971,0.3846,-0.3719,0.0448
2OOB_A_B,L,0.25,17,0.4265,0.3848,-0.1788,0.3053
2OOB_A_B,L,0.5,17,0.4531,0.3842,-0.0651,0.4514
2OOB_A_B,L,1.0,17,0.4697,0.3854,0.0653,0.5557
2OOB_A_B,L,2.0,17,0.4724,0.3856,0.1453,0.6141
2OOB_A_B,random,0.0,17,0.3971,0.3846,-0.3719,0.0448
2OOB_A_B,random,0.25,17,0.3787,0.3846,-0.4175,-0.0986
2OOB_A_B,random,0.5,17,0.3585,0.3849,-0.5146,-0.2852
2OOB_A_B,random,1.0,17,0.2739,0.3842,-0.9615,-0.9672
2OOB_A_B,random,2.0,17,0.1811,0.3843,-1.5191,-1.7412
2PCB_A_B,L,0.0,25,0.1706,0.3472,0.0916,0.1731
2PCB_A_B,L,0.25,25,0.1756,0.3475,0.1772,0.2578
2PCB_A_B,L,0.5,25,0.1781,0.3477,0.2449,0.3212
2PCB_A_B,L,1.0,25,0.1744,0.3472,0.3605,0.4318
2PCB_A_B,L,2.0,25,0.1575,0.3468,0.5157,0.5505
2PCB_A_B,random,0.0,25,0.1706,0.3472,0.0916,0.1731
2PCB_A_B,random,0.25,25,0.1663,0.3476,0.0978,0.1746
2PCB_A_B,random,0.5,25,0.1675,0.3478,0.1077,0.1933
2PCB_A_B,random,1.0,25,0.1681,0.3479,0.1064,0.1832
2PCB_A_B,random,2.0,25,0.165,0.3478,0.0332,0.1167
2PCC_A_B,L,0.0,29,0.2123,0.3478,0.1004,0.0146
2PCC_A_B,L,0.25,29,0.2128,0.3477,0.2268,0.14
2PCC_A_B,L,0.5,29,0.2161,0.3477,0.3454,0.2504
2PCC_A_B,L,1.0,29,0.2225,0.3482,0.5077,0.4049
2PCC_A_B,L,2.0,29,0.2096,0.3482,0.7036,0.56
2PCC_A_B,random,0.0,29,0.2123,0.3478,0.1004,0.0146
2PCC_A_B,random,0.25,29,0.202,0.348,0.0934,0.0022
2PCC_A_B,random,0.5,29,0.1902,0.3482,0.0768,-0.0186
2PCC_A_B,random,1.0,29,0.1762,0.3481,0.0308,-0.0888
2PCC_A_B,random,2.0,29,0.1439,0.3485,-0.0679,-0.2114
2QJ9_AB_C,L,0.0,45,0.2802,0.3343,0.1179,-0.0534
2QJ9_AB_C,L,0.25,45,0.2878,0.3342,0.2421,0.0805
2QJ9_AB_C,L,0.5,45,0.2938,0.3347,0.3328,0.1736
2QJ9_AB_C,L,1.0,45,0.2944,0.335,0.4677,0.3276
2QJ9_AB_C,L,2.0,45,0.2806,0.3346,0.5994,0.4667
2QJ9_AB_C,random,0.0,45,0.2802,0.3343,0.1179,-0.0534
2QJ9_AB_C,random,0.25,45,0.2774,0.3337,0.0952,-0.0753
2QJ9_AB_C,random,0.5,45,0.2674,0.3344,0.0668,-0.1006
2QJ9_AB_C,random,1.0,45,0.2524,0.3339,0.0071,-0.2083
2QJ9_AB_C,random,2.0,45,0.226,0.3328,-0.0763,-0.4492
2QJA_AB_C,L,0.0,43,0.2954,0.3246,0.0448,-0.136
2QJA_AB_C,L,0.25,43,0.3041,0.3248,0.1554,-0.0196
2QJA_AB_C,L,0.5,43,0.3143,0.3247,0.2621,0.1121
2QJA_AB_C,L,1.0,43,0.3289,0.3254,0.4094,0.2758
2QJA_AB_C,L,2.0,43,0.3339,0.3241,0.5434,0.4145
2QJA_AB_C,random,0.0,43,0.2954,0.3246,0.0448,-0.136
2QJA_AB_C,random,0.25,43,0.294,0.3238,0.0359,-0.1505
2QJA_AB_C,random,0.5,43,0.294,0.3235,0.0274,-0.1399
2QJA_AB_C,random,1.0,43,0.2812,0.3239,-0.0208,-0.2145
2QJA_AB_C,random,2.0,43,0.2355,0.3242,-0.2114,-0.5379
2QJB_AB_C,L,0.0,44,0.2852,0.3202,-0.0225,-0.1635
2QJB_AB_C,L,0.25,44,0.3018,0.3204,0.0866,0.004
2QJB_AB_C,L,0.5,44,0.3143,0.3211,0.1746,0.1196
2QJB_AB_C,L,1.0,44,0.3324,0.3211,0.3123,0.3047
2QJB_AB_C,L,2.0,44,0.3377,0.3212,0.4717,0.4703
2QJB_AB_C,random,0.0,44,0.2852,0.3202,-0.0225,-0.1635
2QJB_AB_C,random,0.25,44,0.2852,0.3204,-0.0296,-0.175
2QJB_AB_C,random,0.5,44,0.2802,0.3205,-0.0518,-0.2042
2QJB_AB_C,random,1.0,44,0.2553,0.3194,-0.1503,-0.3797
2QJB_AB_C,random,2.0,44,0.2077,0.3187,-0.2943,-0.7073
2REX_A_B,L,0.0,26,0.3041,0.332,-0.1869,-0.9699
2REX_A_B,L,0.25,26,0.3347,0.332,-0.0486,-0.8321
2REX_A_B,L,0.5,26,0.3468,0.3325,0.0389,-0.7348
2REX_A_B,L,1.0,26,0.378,0.3319,0.1572,-0.619
2REX_A_B,L,2.0,26,0.4026,0.3319,0.2961,-0.4906
2REX_A_B,random,0.0,26,0.3041,0.332,-0.1869,-0.9699
2REX_A_B,random,0.25,26,0.3029,0.3317,-0.2026,-1.0185
2REX_A_B,random,0.5,26,0.2957,0.3317,-0.2204,-1.0784
2REX_A_B,random,1.0,26,0.2915,0.3312,-0.2587,-1.1727
2REX_A_B,random,2.0,26,0.2512,0.3304,-0.5506,-1.5366
2SGP_E_I,L,0.0,28,0.4124,0.4407,0.1928,-0.0403
2SGP_E_I,L,0.25,28,0.4263,0.4416,0.3809,0.1356
2SGP_E_I,L,0.5,28,0.4302,0.4418,0.5048,0.2601
2SGP_E_I,L,1.0,28,0.4219,0.4413,0.6446,0.3676
2SGP_E_I,L,2.0,28,0.4118,0.4411,0.7705,0.5055
2SGP_E_I,random,0.0,28,0.4124,0.4407,0.1928,-0.0403
2SGP_E_I,random,0.25,28,0.4347,0.4415,0.1897,-0.0476
2SGP_E_I,random,0.5,28,0.4319,0.4409,0.1475,-0.1338
2SGP_E_I,random,1.0,28,0.4297,0.4398,0.0394,-0.2201
2SGP_E_I,random,2.0,28,0.4062,0.4381,-0.1648,-0.3504
2SGQ_E_I,L,0.0,30,0.3891,0.4581,0.1646,-0.2125
2SGQ_E_I,L,0.25,30,0.4042,0.4577,0.3354,-0.0353
2SGQ_E_I,L,0.5,30,0.4062,0.4579,0.4683,0.1106
2SGQ_E_I,L,1.0,30,0.4036,0.4581,0.651,0.3331
2SGQ_E_I,L,2.0,30,0.3911,0.4584,0.8335,0.5772
2SGQ_E_I,random,0.0,30,0.3891,0.4581,0.1646,-0.2125
2SGQ_E_I,random,0.25,30,0.3979,0.4575,0.1867,-0.2408
2SGQ_E_I,random,0.5,30,0.4036,0.458,0.1692,-0.2568
2SGQ_E_I,random,1.0,30,0.3786,0.4581,0.0911,-0.4481
2SGQ_E_I,random,2.0,30,0.3375,0.4554,-0.0867,-0.8243
2SIC_E_I,L,0.0,32,0.2959,0.4099,0.3635,0.6068
2SIC_E_I,L,0.25,32,0.2866,0.4095,0.6037,0.8148
2SIC_E_I,L,0.5,32,0.2837,0.4099,0.758,0.9281
2SIC_E_I,L,1.0,32,0.2817,0.4105,0.9789,1.1151
2SIC_E_I,L,2.0,32,0.3032,0.41,1.1662,1.2112
2SIC_E_I,random,0.0,32,0.2959,0.4099,0.3635,0.6068
2SIC_E_I,random,0.25,32,0.2896,0.4092,0.3973,0.6544
2SIC_E_I,random,0.5,32,0.2832,0.4095,0.4046,0.6979
2SIC_E_I,random,1.0,32,0.2695,0.4096,0.4021,0.7072
2SIC_E_I,random,2.0,32,0.2217,0.4098,0.2284,0.5783
2VIR_AB_C,L,0.0,34,0.3258,0.3422,-0.0374,-0.0438
2VIR_AB_C,L,0.25,34,0.3355,0.3423,0.1031,0.0717
2VIR_AB_C,L,0.5,34,0.3355,0.3421,0.1934,0.146
2VIR_AB_C,L,1.0,34,0.3428,0.3421,0.3311,0.2583
2VIR_AB_C,L,2.0,34,0.3543,0.3422,0.4728,0.3867
2VIR_AB_C,random,0.0,34,0.3258,0.3422,-0.0374,-0.0438
2VIR_AB_C,random,0.25,34,0.3318,0.3423,-0.02,-0.0231
2VIR_AB_C,random,0.5,34,0.3346,0.3421,-0.0177,-0.0115
2VIR_AB_C,random,1.0,34,0.3281,0.342,-0.0518,-0.0287
2VIR_AB_C,random,2.0,34,0.2904,0.3415,-0.1719,-0.1375
2VIS_AB_C,L,0.0,33,0.3319,0.3496,-0.0094,-0.0189
2VIS_AB_C,L,0.25,33,0.34,0.3492,0.1299,0.1163
2VIS_AB_C,L,0.5,33,0.3428,0.3491,0.2276,0.2077
2VIS_AB_C,L,1.0,33,0.3433,0.3489,0.3653,0.3323
2VIS_AB_C,L,2.0,33,0.3385,0.3487,0.5272,0.474
2VIS_AB_C,random,0.0,33,0.3319,0.3496,-0.0094,-0.0189
2VIS_AB_C,random,0.25,33,0.3286,0.3494,-0.0224,-0.0441
2VIS_AB_C,random,0.5,33,0.3182,0.3493,-0.0353,-0.0771
2VIS_AB_C,random,1.0,33,0.2694,0.3488,-0.1943,-0.2183
2VIS_AB_C,random,2.0,33,0.2116,0.3484,-0.3596,-0.3464
2VLN_A_B,L,0.0,36,0.2921,0.3625,0.0215,-0.6513
2VLN_A_B,L,0.25,36,0.3142,0.363,0.2272,-0.4279
2VLN_A_B,L,0.5,36,0.329,0.3642,0.3779,-0.2437
2VLN_A_B,L,1.0,36,0.339,0.3653,0.5621,-0.0823
2VLN_A_B,L,2.0,36,0.3572,0.3673,0.73,0.0323
2VLN_A_B,random,0.0,36,0.2921,0.3625,0.0215,-0.6513
2VLN_A_B,random,0.25,36,0.2899,0.3624,-0.025,-0.7269
2VLN_A_B,random,0.5,36,0.2799,0.3625,-0.0559,-0.7939
2VLN_A_B,random,1.0,36,0.2439,0.3608,-0.2622,-1.1017
2VLN_A_B,random,2.0,36,0.184,0.3591,-0.6019,-1.5667
2VLO_A_B,L,0.0,35,0.2835,0.3449,0.0923,-0.4559
2VLO_A_B,L,0.25,35,0.3045,0.3452,0.314,-0.2327
2VLO_A_B,L,0.5,35,0.3183,0.345,0.413,-0.1498
2VLO_A_B,L,1.0,35,0.3232,0.3469,0.5562,-0.0128
2VLO_A_B,L,2.0,35,0.3411,0.3469,0.697,0.1419
2VLO_A_B,random,0.0,35,0.2835,0.3449,0.0923,-0.4559
2VLO_A_B,random,0.25,35,0.2844,0.3445,0.0775,-0.4948
2VLO_A_B,random,0.5,35,0.2821,0.3448,0.0636,-0.5341
2VLO_A_B,random,1.0,35,0.2625,0.3438,-0.1091,-0.8004
2VLO_A_B,random,2.0,35,0.2143,0.3415,-0.3986,-1.1304
2VLP_A_B,L,0.0,35,0.3036,0.3463,0.1136,-0.6104
2VLP_A_B,L,0.25,35,0.3196,0.3465,0.3143,-0.373
2VLP_A_B,L,0.5,35,0.3228,0.3477,0.4558,-0.2452
2VLP_A_B,L,1.0,35,0.3317,0.347,0.6026,-0.1323
2VLP_A_B,L,2.0,35,0.3384,0.3485,0.7805,-0.0812
2VLP_A_B,random,0.0,35,0.3036,0.3463,0.1136,-0.6104
2VLP_A_B,random,0.25,35,0.2991,0.3464,0.1266,-0.6057
2VLP_A_B,random,0.5,35,0.2969,0.3466,0.1235,-0.6087
2VLP_A_B,random,1.0,35,0.2705,0.3463,0.0304,-0.6816
2VLP_A_B,random,2.0,35,0.2214,0.3461,-0.1698,-1.0082
2VLQ_A_B,L,0.0,35,0.2536,0.3422,0.0457,-0.3026
2VLQ_A_B,L,0.25,35,0.2683,0.343,0.2548,-0.1205
2VLQ_A_B,L,0.5,35,0.2728,0.3428,0.4159,0.0195
2VLQ_A_B,L,1.0,35,0.2799,0.3435,0.5863,0.1282
2VLQ_A_B,L,2.0,35,0.2683,0.3438,0.7562,0.1937
2VLQ_A_B,random,0.0,35,0.2536,0.3422,0.0457,-0.3026
2VLQ_A_B,random,0.25,35,0.2589,0.3416,0.043,-0.2929
2VLQ_A_B,random,0.5,35,0.267,0.3408,0.0456,-0.2958
2VLQ_A_B,random,1.0,35,0.2647,0.3419,-0.0043,-0.3495
2VLQ_A_B,random,2.0,35,0.2196,0.3416,-0.2306,-0.4946
2VN5_A_B,L,0.0,31,0.2686,0.4275,0.0439,-1.0173
2VN5_A_B,L,0.25,31,0.2833,0.428,0.2128,-0.8082
2VN5_A_B,L,0.5,31,0.2893,0.4275,0.3384,-0.6816
2VN5_A_B,L,1.0,31,0.2959,0.4271,0.5136,-0.5327
2VN5_A_B,L,2.0,31,0.3125,0.4258,0.7218,-0.3361
2VN5_A_B,random,0.0,31,0.2686,0.4275,0.0439,-1.0173
2VN5_A_B,random,0.25,31,0.2591,0.4277,-0.0027,-1.1041
2VN5_A_B,random,0.5,31,0.2379,0.4266,-0.0776,-1.2385
2VN5_A_B,random,1.0,31,0.191,0.4272,-0.2805,-1.5656
2VN5_A_B,random,2.0,31,0.13,0.4258,-0.6745,-2.0028
2WPT_A_B,L,0.0,36,0.2821,0.3618,-0.0694,-0.337
2WPT_A_B,L,0.25,36,0.2969,0.3625,0.1428,-0.1316
2WPT_A_B,L,0.5,36,0.3181,0.3634,0.2813,0.0248
2WPT_A_B,L,1.0,36,0.326,0.3645,0.4921,0.176
2WPT_A_B,L,2.0,36,0.3351,0.3632,0.6867,0.3047
2WPT_A_B,random,0.0,36,0.2821,0.3618,-0.0694,-0.337
2WPT_A_B,random,0.25,36,0.2847,0.3617,-0.0661,-0.3586
2WPT_A_B,random,0.5,36,0.2947,0.3622,-0.068,-0.3684
2WPT_A_B,random,1.0,36,0.2899,0.3617,-0.1896,-0.5906
2WPT_A_B,random,2.0,36,0.26,0.361,-0.4485,-1.0378
3AAA_AB_C,L,0.0,36,0.2135,0.3087,-0.0947,-0.7497
3AAA_AB_C,L,0.25,36,0.2274,0.3083,0.0465,-0.6069
3AAA_AB_C,L,0.5,36,0.2357,0.3082,0.1446,-0.5268
3AAA_AB_C,L,1.0,36,0.2622,0.3079,0.3156,-0.2846
3AAA_AB_C,L,2.0,36,0.2808,0.3078,0.5079,0.0002
3AAA_AB_C,random,0.0,36,0.2135,0.3087,-0.0947,-0.7497
3AAA_AB_C,random,0.25,36,0.2057,0.3085,-0.0935,-0.7683
3AAA_AB_C,random,0.5,36,0.1997,0.3082,-0.1065,-0.808
3AAA_AB_C,random,1.0,36,0.1862,0.308,-0.1402,-0.8295
3AAA_AB_C,random,2.0,36,0.1649,0.3073,-0.2268,-0.8388
3B4V_AB_C,L,0.0,73,0.3245,0.3671,-0.0235,-0.4994
3B4V_AB_C,L,0.25,73,0.3393,0.3676,0.1276,-0.3495
3B4V_AB_C,L,0.5,73,0.3493,0.3679,0.2357,-0.2413
3B4V_AB_C,L,1.0,73,0.3566,0.3679,0.4055,-0.1003
3B4V_AB_C,L,2.0,73,0.3564,0.3675,0.5564,-0.0129
3B4V_AB_C,random,0.0,73,0.3245,0.3671,-0.0235,-0.4994
3B4V_AB_C,random,0.25,73,0.3202,0.3669,-0.0375,-0.5252
3B4V_AB_C,random,0.5,73,0.3125,0.3666,-0.054,-0.5749
3B4V_AB_C,random,1.0,73,0.284,0.3665,-0.1433,-0.7616
3B4V_AB_C,random,2.0,73,0.2057,0.3652,-0.4045,-1.3562
3BDY_HL_V,L,0.0,28,0.2243,0.4004,-0.0835,-0.2097
3BDY_HL_V,L,0.25,28,0.2372,0.4002,0.0228,-0.0907
3BDY_HL_V,L,0.5,28,0.245,0.4003,0.1101,0.0028
3BDY_HL_V,L,1.0,28,0.2427,0.4004,0.2371,0.1223
3BDY_HL_V,L,2.0,28,0.2366,0.3997,0.4132,0.274
3BDY_HL_V,random,0.0,28,0.2243,0.4004,-0.0835,-0.2097
3BDY_HL_V,random,0.25,28,0.2104,0.4004,-0.0798,-0.2211
3BDY_HL_V,random,0.5,28,0.2065,0.4003,-0.0739,-0.2279
3BDY_HL_V,random,1.0,28,0.1931,0.4003,-0.0923,-0.2951
3BDY_HL_V,random,2.0,28,0.1735,0.4001,-0.1497,-0.4406
3BK3_A_C,L,0.0,29,0.299,0.3105,-0.2178,-0.1935
3BK3_A_C,L,0.25,29,0.3173,0.3117,-0.0911,-0.088
3BK3_A_C,L,0.5,29,0.3314,0.3114,0.0077,0.0191
3BK3_A_C,L,1.0,29,0.3594,0.3118,0.1228,0.1348
3BK3_A_C,L,2.0,29,0.3906,0.3115,0.2417,0.2427
3BK3_A_C,random,0.0,29,0.299,0.3105,-0.2178,-0.1935
3BK3_A_C,random,0.25,29,0.2926,0.3111,-0.2496,-0.1986
3BK3_A_C,random,0.5,29,0.2753,0.3113,-0.3023,-0.2305
3BK3_A_C,random,1.0,29,0.2317,0.3093,-0.4822,-0.3762
3BK3_A_C,random,2.0,29,0.167,0.306,-0.7491,-0.6021
3BN9_B_CD,L,0.0,48,0.3506,0.3914,0.0384,-0.2404
3BN9_B_CD,L,0.25,48,0.3594,0.3915,0.1509,-0.1595
3BN9_B_CD,L,0.5,48,0.3695,0.3915,0.2486,-0.0765
3BN9_B_CD,L,1.0,48,0.3734,0.3916,0.3731,0.0107
3BN9_B_CD,L,2.0,48,0.3607,0.3914,0.543,0.0858
3BN9_B_CD,random,0.0,48,0.3506,0.3914,0.0384,-0.2404
3BN9_B_CD,random,0.25,48,0.3464,0.3909,0.0241,-0.2583
3BN9_B_CD,random,0.5,48,0.3421,0.391,0.0051,-0.2787
3BN9_B_CD,random,1.0,48,0.3141,0.3911,-0.1142,-0.3927
3BN9_B_CD,random,2.0,48,0.2712,0.3909,-0.2607,-0.5577
3BP8_A_C,L,0.0,32,0.2451,0.303,0.0236,0.9655
3BP8_A_C,L,0.25,32,0.2544,0.3031,0.1784,1.0486
3BP8_A_C,L,0.5,32,0.2578,0.3033,0.3071,1.1152
3BP8_A_C,L,1.0,32,0.2539,0.3029,0.4703,1.2115
3BP8_A_C,L,2.0,32,0.2354,0.3027,0.6695,1.3641
3BP8_A_C,random,0.0,32,0.2451,0.303,0.0236,0.9655
3BP8_A_C,random,0.25,32,0.252,0.3031,0.0224,0.9435
3BP8_A_C,random,0.5,32,0.2554,0.3033,0.0161,0.9044
3BP8_A_C,random,1.0,32,0.2461,0.3038,-0.0728,0.8032
3BP8_A_C,random,2.0,32,0.208,0.3031,-0.2418,0.7696
3BT1_A_U,L,0.0,58,0.232,0.3123,0.0891,-0.3152
3BT1_A_U,L,0.25,58,0.2484,0.3127,0.2151,-0.1665
3BT1_A_U,L,0.5,58,0.2465,0.3126,0.3156,-0.0666
3BT1_A_U,L,1.0,58,0.2465,0.3117,0.4505,0.0694
3BT1_A_U,L,2.0,58,0.2344,0.3124,0.6278,0.2229
3BT1_A_U,random,0.0,58,0.232,0.3123,0.0891,-0.3152
3BT1_A_U,random,0.25,58,0.233,0.3122,0.0983,-0.3122
3BT1_A_U,random,0.5,58,0.2284,0.3122,0.1023,-0.3204
3BT1_A_U,random,1.0,58,0.2055,0.3114,0.0723,-0.4021
3BT1_A_U,random,2.0,58,0.1695,0.3119,-0.0574,-0.6469
3BTD_E_I,L,0.0,29,0.3551,0.4185,0.3029,-0.1283
3BTD_E_I,L,0.25,29,0.3572,0.4191,0.4156,-0.0519
3BTD_E_I,L,0.5,29,0.3502,0.4185,0.5191,0.0426
3BTD_E_I,L,1.0,29,0.3319,0.4182,0.6571,0.1813
3BTD_E_I,L,2.0,29,0.3039,0.4181,0.8104,0.3656
3BTD_E_I,random,0.0,29,0.3551,0.4185,0.3029,-0.1283
3BTD_E_I,random,0.25,29,0.3545,0.4187,0.3012,-0.1209
3BTD_E_I,random,0.5,29,0.3588,0.4184,0.2766,-0.1494
3BTD_E_I,random,1.0,29,0.3545,0.4174,0.2113,-0.1528
3BTD_E_I,random,2.0,29,0.3405,0.4175,0.0854,-0.1884
3BTE_E_I,L,0.0,31,0.3674,0.4231,0.3276,0.0241
3BTE_E_I,L,0.25,31,0.3649,0.4236,0.4401,0.102
3BTE_E_I,L,0.5,31,0.3654,0.4233,0.5275,0.1593
3BTE_E_I,L,1.0,31,0.3453,0.4234,0.6519,0.2634
3BTE_E_I,L,2.0,31,0.3145,0.423,0.7843,0.39
3BTE_E_I,random,0.0,31,0.3674,0.4231,0.3276,0.0241
3BTE_E_I,random,0.25,31,0.372,0.4235,0.3233,0.0304
3BTE_E_I,random,0.5,31,0.37,0.4239,0.3153,0.0046
3BTE_E_I,random,1.0,31,0.3548,0.4236,0.3001,-0.073
3BTE_E_I,random,2.0,31,0.3251,0.423,0.2663,-0.1443
3BTF_E_I,L,0.0,31,0.38,0.4219,0.1893,-0.1061
3BTF_E_I,L,0.25,31,0.381,0.4223,0.3069,0.0418
3BTF_E_I,L,0.5,31,0.3755,0.422,0.3989,0.1456
3BTF_E_I,L,1.0,31,0.371,0.4219,0.5164,0.2902
3BTF_E_I,L,2.0,31,0.3397,0.4209,0.6638,0.4666
3BTF_E_I,random,0.0,31,0.38,0.4219,0.1893,-0.1061
3BTF_E_I,random,0.25,31,0.3846,0.4227,0.1779,-0.0992
3BTF_E_I,random,0.5,31,0.3896,0.4232,0.1595,-0.108
3BTF_E_I,random,1.0,31,0.3926,0.424,0.0446,-0.1636
3BTF_E_I,random,2.0,31,0.3518,0.4229,-0.0121,-0.1634
3BTG_E_I,L,0.0,27,0.3472,0.4294,0.3882,0.0879
3BTG_E_I,L,0.25,27,0.3455,0.4291,0.5338,0.175
3BTG_E_I,L,0.5,27,0.3414,0.4296,0.6245,0.2581
3BTG_E_I,L,1.0,27,0.3229,0.4299,0.7468,0.3826
3BTG_E_I,L,2.0,27,0.2865,0.4291,0.8952,0.547
3BTG_E_I,random,0.0,27,0.3472,0.4294,0.3882,0.0879
3BTG_E_I,random,0.25,27,0.3432,0.4299,0.404,0.0988
3BTG_E_I,random,0.5,27,0.3403,0.4295,0.4039,0.0878
3BTG_E_I,random,1.0,27,0.349,0.4299,0.3086,0.0593
3BTG_E_I,random,2.0,27,0.3646,0.4288,0.1871,-0.0935
3BTH_E_I,L,0.0,31,0.3604,0.4122,0.2652,0.1108
3BTH_E_I,L,0.25,31,0.3629,0.4128,0.3951,0.2295
3BTH_E_I,L,0.5,31,0.3589,0.4128,0.5117,0.3234
3BTH_E_I,L,1.0,31,0.3478,0.4121,0.6568,0.4647
3BTH_E_I,L,2.0,31,0.3155,0.4109,0.7943,0.6276
3BTH_E_I,random,0.0,31,0.3604,0.4122,0.2652,0.1108
3BTH_E_I,random,0.25,31,0.3639,0.4119,0.2592,0.133
3BTH_E_I,random,0.5,31,0.3644,0.4122,0.2436,0.147
3BTH_E_I,random,1.0,31,0.3584,0.4123,0.1995,0.1618
3BTH_E_I,random,2.0,31,0.3211,0.4106,0.0943,0.1364
3BTM_E_I,L,0.0,30,0.3672,0.4217,0.2158,0.1049
3BTM_E_I,L,0.25,30,0.3641,0.4211,0.3418,0.2325
3BTM_E_I,L,0.5,30,0.3583,0.4209,0.4418,0.3142
3BTM_E_I,L,1.0,30,0.3469,0.4209,0.571,0.4204
3BTM_E_I,L,2.0,30,0.3271,0.4206,0.7091,0.5497
3BTM_E_I,random,0.0,30,0.3672,0.4217,0.2158,0.1049
3BTM_E_I,random,0.25,30,0.3651,0.4214,0.2335,0.1555
3BTM_E_I,random,0.5,30,0.3604,0.4212,0.2467,0.1919
3BTM_E_I,random,1.0,30,0.3615,0.4207,0.209,0.205
3BTM_E_I,random,2.0,30,0.3339,0.4184,0.0555,0.1171
3BTQ_E_I,L,0.0,30,0.349,0.4295,0.2898,-0.049
3BTQ_E_I,L,0.25,30,0.3443,0.4289,0.4177,0.0376
3BTQ_E_I,L,0.5,30,0.3438,0.4291,0.5115,0.0918
3BTQ_E_I,L,1.0,30,0.3297,0.4293,0.6469,0.2
3BTQ_E_I,L,2.0,30,0.3021,0.4285,0.7891,0.339
3BTQ_E_I,random,0.0,30,0.349,0.4295,0.2898,-0.049
3BTQ_E_I,random,0.25,30,0.3448,0.4291,0.2934,-0.0592
3BTQ_E_I,random,0.5,30,0.3406,0.4289,0.2807,-0.0471
3BTQ_E_I,random,1.0,30,0.3245,0.4291,0.255,-0.0786
3BTQ_E_I,random,2.0,30,0.2844,0.4275,0.1683,-0.1609
